Nome,Titulo,Texto,Data,Review
Thais Mesquita,Realmente a entrega mais rápida do Brasil!,"Após alguns anos com o kindle da 8° geração senti a necessidade de ter um que tivesse luz embutida, optei por comprar o da 10° geração. Gostei muito, mas por já conhecer o dispositivo esperava por mais inovações, o modelo é parecido com o mais antigo a tela também é, o que é diferente mesmo é a luz que já facilita em várias coisas como lê na cama no escurinho.",Avaliado no Brasil em 22 de novembro de 2021,"5,0 de 5 estrelas"
Luísa Bastos,Vale o investimento,"Comprar um kindle foi sem duvidas uma das melhores decisões da minha vida. Além de poder carregar a biblioteca comigo para qualquer lugar, economizo muito na hora de comprar meus livros - visto que muitas vezes os e-books são mais baratos.O 10 geração é perfeito para quem não pode gastar muito com o aparelho - luz embutida, leveza e bateria duradoura por um preço bom. Vale a pena!!",Avaliado no Brasil em 16 de junho de 2019,"5,0 de 5 estrelas"
Marcela,Duração da bateria não corresponde a semanas.,"A bateria não corresponde a semanas como informado, depende muito de como você usa (luz embutida) e a quantidade de horas lendo. A tela é muito boa, porém pode ser melhor em termos de velocidade. Eu amei o aparelho e não me arrependo de ter comprado, melhora muito a sua leitura, não cansa a vista e nem os pulsos de segurar o kindle por horas. No entanto, deve ser informado sobre a duração da bateria em detalhes pra evitar ilusões e acho a velocidade e questão de travamentos do sistema deve ser aprimorada.",Avaliado no Brasil em 24 de agosto de 2020,"4,0 de 5 estrelas"
Estelita,MODO NOTURNO NO KINDLE 10ª GERAÇÃO,"O Kindle é uma magnífica plataforma de leitura, mas o 10ª geração tem a grande falha de NÃO trazer o modo noturno já disponibilizado no LEV NEO. Trata-se de uma ferramenta tão básica que não pesquisei se estava embarcada no Kindle 10ª geração. Mas,  a AMAZON pode solucionar esta terrível falta fazendo o up grade do software. Só recomendo o aparelho após a atualização. Nada legitima a presença deste recurso somente no kindle paperwhite.",Avaliado no Brasil em 12 de fevereiro de 2021,"3,0 de 5 estrelas"
Janaína Dias,Dentro da proposta!/ Capa fraquíssima!!!,"Percebi pouca diferença entre o 8° e esse 10° geração.Poderia permanecer no mesmo tamanho, está um pouco mais leve... A luz embutida era algo que eu precisava.Sei que a avaliação é para o aparelho, mas, a capa que eu comprei na própria Amazon, deixa muito a desejar... Fraca, não gostei muito do design e tudo mais!",Avaliado no Brasil em 16 de dezembro de 2019,"5,0 de 5 estrelas"
Eliane santos,Problemas com Bateria,"fazem algumas semanas que comprei o meu Kindle e após somente duas cargas estou tendo problema com a bateria:=> bateria parou de carregar quando ficou um pouco acima de 50% e descarregou 1 dia depois, mesmo após ter ligado somente 1 durante 30 minutos.=> para carregar, tive que experimentar vários cabos (inclusive o original que veio nele) para que funcionasse",Avaliado no Brasil em 2 de junho de 2020,"1,0 de 5 estrelas"
Rosicleide,Todo mundo deveria ter um kindle,Estou amando o kindle 10 geração. A luz embutida me permite fazer uma das coisas q eu mais gosto q é ler na cama com a lâmpada apagada bem antes da hora de dormir. Não sei como vivi tanto tempo sem esse aparelhinho maravilhoso. Levo ele pra todo lugar e qualquer tempo livre q tenho já vou tirando ele da bolsa e lendo. Acho q todo mundo deveria ter um kindle pra chamar de seu. :D,Avaliado no Brasil em 14 de outubro de 2019,"5,0 de 5 estrelas"
Felipe,Sistema Operacional não muito prático.,"O que vale a pena o kindle para mim é o incetivo a leitura sem a distração que um celular ou um tablet traria. O Kindle é muito leve e prático, consigo ler em qualquer lugar, principalmente nas viagens de ônibus.O que eu não gostei nele foi o sistema operacional. Por ser um dispositivo que seria apenas para leitura deveria ser melhor na questão de praticidade. O aplicativo do kindle pelo smartphone é muito melhor e mais prático que o sistema que vem com esse dispositivo kindle.",Avaliado no Brasil em 13 de julho de 2019,"3,0 de 5 estrelas"
Jessica,Melhor aquisição custo benefício,"O kindle chegou no prazo estipulado, tudo em ordem, sem nenhum defeito. Contém luz embutida que vc regula o tom luminoso e fica tbm opaco como os básicos. A bateria dura mais se vc usar sem luminosidade, caso use ela dura por volta de 2 semanas. No mais possui as mesmas funções que o geração 8.",Avaliado no Brasil em 15 de dezembro de 2019,"5,0 de 5 estrelas"
Gabriel Cavalieri,Alta economia,"Esse é o meu primeiro Kindle (que ganhei de presente) com certeza foi uma das melhores aquisições com a Amazon Echo Dot, consigo ficar horas e horas lendo livros esses dias, li o meu  primeiro livro sem imagem algum somente texto, foi muito gratificante, ganhei meus  90 dias gratuitos no Kindle Unlimited e simplesmente estou adorando. Recomendo a todos que gostam de ler, pois, esse aparelho me faz ter vontade de ler mais e mais.Simplesmente adorei!",Avaliado no Brasil em 20 de dezembro de 2020,"5,0 de 5 estrelas"
Victor Fidelis,Superou aas expectativas.,"Foi uma aquisição que me fez voltar a ter gosto por leitura pela praticidade de se ter sempre uma mini biblioteca na sua bolsa. A tela, duração da bateria e iluminação são excelentes. Acredito que poderia vir com uma capinha de transporte no mais estou gostando muito.",Avaliado no Brasil em 11 de março de 2022,"5,0 de 5 estrelas"
André Luiz,Como pude viver sem um até agora?,"Extremamente prático, leve, fácil de usar! Dá para levar centenas de livros nele e a tela é muito confortável para ler, até durante a noite devido à sua iluminação embutida. Confesso que era resistente a usar um e-reader mas agora, usando o kindle, me pergunto como pude demorar tanto tempo para comprar um.Único ponto de melhoria é a sensibilidade de resposta ao toque na tela.",Avaliado no Brasil em 26 de janeiro de 2020,"5,0 de 5 estrelas"
Cliente Amazon,"Bom aparelho, bateria podia ser melhor","No geral é um ótimo aparelho, pra mim o ponto negativo vai pra bateria. Comprei mais por conta da bateria durar cerca de 1 mês. Entretanto, lendo um ebook de duração de 4:30hs vai embora cerca de 25% da bateria. O que me faz crer que não duraria nem próximo de uma semana de uso. Isso pq uso no modo avião e o brilho ajustado no mínimo. Não sei se é meu aparelho em si que tem essa peculiaridade, ou se é uma característica do dispositivo.",Avaliado no Brasil em 5 de fevereiro de 2021,"4,0 de 5 estrelas"
Ana Vitória,PERFEITO!,"Comprei no Prime Day por R$ 200 e pouquinho. Foi uma das melhores escolhas que já fiz! A entrega foi em 3 dias (ou 2) e além disso, é fiel a descrição. É acessível e de qualidade, assim como o Paper White. A diferença é só pesquisar... Não é absurda assim, por isso vale muito comprar o da 10ª geração.",Avaliado no Brasil em 16 de julho de 2021,"5,0 de 5 estrelas"
Asarov,Vale muito a pena!,"Sinceramente, foi uma das melhores aquisições que já fiz. A leitura é agradável, diferentemente da leitura no notebook ou no celular, e é bem levinho, de forma que se encaixa na mão e não pesa como um livro. É claro, ainda gosto de meus livros físicos, mas a leitura no Kindle não deixa nada a desejar.",Avaliado no Brasil em 1 de novembro de 2021,"5,0 de 5 estrelas"
Júlia,ótima qualidade e custo benefício pela tecnologia oferecida,"diferente de muitos comentários que vi antes de comprar, achei a durabilidade da bateria boa, 3 semanas de uso todos os dias por cerca de 2 horas. ótimo produto, nada a reclamar. inclusive, àqueles que tem dificuldade em criar uma rotina de leituras, recomendo fortemente pela praticidade e facilidade.",Avaliado no Brasil em 18 de março de 2021,"5,0 de 5 estrelas"
Cintia Costa,É muito bom,"Meu Kindle chegou muito rápido. Pensei que não iria me acostumar a ler em Kindle, pois só lia livros físicos. Mas esse Kindle é maravilhoso. Estou amando essa experiência. Untilimet tem livros ótimos.",Avaliado no Brasil em 27 de julho de 2019,"5,0 de 5 estrelas"
Juliana Avanzi,Muito bom!,"Relutei em comprar pois preferia o livro físico, porém é excelente e muito bom para quem viaja constantemente, pois ocupa menos espaço na bolsa. A leitura é muito confortável, recomendo que compre junto a capa para ser melhor de segurar. Demorei para comprar a minha e não é tão confortável para fazer a leitura.",Avaliado no Brasil em 22 de julho de 2020,"5,0 de 5 estrelas"
Sofia Vitória,Melhor companheiro de quarentena!!,"Eu já usava o Kindle Unlimited no celular... com o aparelho do Kindle a experiência ficou ainda melhor, eu simplesmente amo ler com ele. Ele é extremamente levinho, bem mais leve que um livro ou um celular e muito mais portatil também, isso faz muita diferença pra mim, uma vez que leio mais de 4h direto. Já experimentei no sol e no escuro, funciona muito bem e a leitura fica confortável. Foi uma das melhores aquisições nesse periodo de quarentena!",Avaliado no Brasil em 12 de junho de 2020,"5,0 de 5 estrelas"
Jaqueline,Perfeito.,"Amei. O meu kindle está em perfeito estado sem nenhum defeito, estou amando a experiência que estou tendo com ele, as vezes nao registra o toque direito mais isso não é problema, ele é sensível ao toque de qualquer jeito. Só carreguei ele uma vez desde que comprei e ainda está com a bateria em 91%Com certeza vou ter ótimas leituras com ele ♥️",Avaliado no Brasil em 18 de julho de 2020,"5,0 de 5 estrelas"
Desirée Silva,Ótima escolha para o primeiro kindle,"Pesquisei bastante antes de adquirir um kindle e posso afirmar que a escolha foi certeira. Ele atende perfeitamente todas as minhas demandas, é fácil de manusear e bastante intuitivo. Para aqueles que irão comprar pela primeira vez um kindle e estão em dúvida sobre esse modelo, por ele ser o mais simples, podem comprar sem medo pois vocês não se aprenderão.",Avaliado no Brasil em 13 de março de 2021,"5,0 de 5 estrelas"
Talita,Perfeito!,"Desde que fiz a compra, venho me perguntando por que não tinha comprado um Kindle antes. Sério, facilita DEMAIS minha vida, e sem falar que agora levo meus livros em qualquer lugar que vou! Ah agora posso ler a noite sem que a minha vista fique cansada, simplesmente AMEII 😩🥰",Avaliado no Brasil em 15 de fevereiro de 2021,"5,0 de 5 estrelas"
Letícia Cruz,Produto excelente,Muito bom. A entrega foi rápida e o produto chegou antes do prazo estipulado. O kindle é ótimo. Já tive um produto similar de outra marca e não tem nem comparação. A loja kindle sempre tem muitas promoções e vários livros gratuitos. Vale muito a pena. A única coisa que eu confesso que esperava mais é a bateria. A duração dela pra um uso regular como o meu não dura nem uma semana. Mas ainda assim dura muito.,Avaliado no Brasil em 25 de junho de 2020,"5,0 de 5 estrelas"
Ana,Amei,"Era realmente o que eu esperava. Amando a experiência de ter vários livros num só local, ideal para levar a qualquer lugar dentro da bolsa, sem peso, pois é super leve. Para ler no escuro fica bem confortável a visão, sem precisar de luminária. A única coisa que peca é não ter o plug para carregamento do aparelho, pois vem apenas o cabo USB.",Avaliado no Brasil em 15 de março de 2021,"5,0 de 5 estrelas"
Cliente Amazon,Bom,"A variação entre preto e branco que acontece durante o uso do Kindle me encomodou bastante no início, porém, com o tempo acostumei. A praticidade é comodidade são os pontos fortes. Aconselho comprar uma capinha com suporte de mão. Acho o custo benefício razoável, mas não é culpa do produto em si, mas sim do valor de produtos tecnológicos aqui no Brasil.",Avaliado no Brasil em 4 de maio de 2021,"4,0 de 5 estrelas"
Silvana Pereira,Ótimo custo benefício,"Faz umas duas semanas que adquiri o novo kindle 10a. geração e tem sido uma experiencia bastante satisfatória, sem travamentos, com boa iluminação, resolução suficiente para atender minhas necessidades, etc.Proporciona bastante conforto durante a leitura, o que pra mim é bem importante pq eu costuma ler os ebooks em aplicativos no celular e sinto uma grande diferença diferença (questão de luz apropriada, formato dos livros, praticidade e conforto).  Recomendo.",Avaliado no Brasil em 16 de maio de 2019,"5,0 de 5 estrelas"
Cliente Amazon,Falta modo escuro (dark mode),"Kindle basic cumpre o que promete, mas fiquei decepcionado pq não tem modo escuro (dark mode) nessa versão. Não adianta muito ter luz embutida sem essa função. À noite a tela fica tão iluminada quanto a de um celular. Qdo se reduz o brilho, o contraste tb reduz, o q não deixa agradavel. Pergunto à Amazon: tem previsão para atualização do software do kindle 10a geração para permitir dark mode?",Avaliado no Brasil em 11 de junho de 2021,"4,0 de 5 estrelas"
Jhulliem Raquel,SENSACIONAL,"Não sou muito fã de leitores digitais.Tenho um Lev Neo, e embora a questão da luminosidade e ler PDFs fosse um atrativo, o Kindle me deixou muito contente e surpresa pela funcionalidadeA opção de exportar as notas e marcações no livro pro email, o serviço do Kindle Unlimited e a loja virtuais funcionam perfeitamente. Sem dúvidas, foi minha melhor aquisição recente.Adorei o produto.",Avaliado no Brasil em 25 de julho de 2019,"5,0 de 5 estrelas"
Dener Vieira Júnior,PRATICIDADE PARA LEITURA,"Não é fácil descrever o quão útil é este equipamento. Na verdade, hoje tenho muito mais paixão por usar ele do que usar propriamente o livro. Ele disponibiliza várias opções, como por exemplo salvar trechos/notas, pesquisar significado/tradução de palavra, continuar da página que parou, etc. O que é importante reforçar é o número de opções de leitura disponibilizadas e excelente preço.Ainda não achei problemas para relatar.",Avaliado no Brasil em 5 de agosto de 2019,"5,0 de 5 estrelas"
Lucas Trivelato Apolinario,Cliente Satisfeito,"Muito bom esse produto Amazon, me surpreendi com o que ele oferece.Não dou 5 estrelas em bateria pois ele chegou quase descarregado, nao sei se é assim mesmo, pois ele só foi ativado quando eu abri. Mas isso é de menos, carreguei e ele está durando semanas.Iluminação ótima, tanto usando o Led quanto sem.Conversão de arquivos pdf e outros para formato ebook kindle via e-mail funciona razoavelmente bem, não são todos os arquivos que passam ou qje ficam bons na conversão.Mas para o propósito inicial dele, ler livros digitais está perfeito.",Avaliado no Brasil em 14 de agosto de 2020,"5,0 de 5 estrelas"
Ricardo Lavra,"Bom, eficiente e cumpre o que promete sem problemas","Estou bastante satisfeito com o produto. A baixa densidade de pixels atrapalha ligeiramente ao usar com letras grandes, mas como eu prefiro ler em letras menores, não tenho problemas. A adição de luz na tela foi um belo recurso pra edição básica, mas poderia ser um pouquinho mais uniforme.O material do produto é bom e passa a sensação de ser bem feito. Usado em conjunto com uma capa, a durabilidade é garantida.",Avaliado no Brasil em 28 de julho de 2019,"5,0 de 5 estrelas"
Antonio Amorim,Excelente produto,"Achei ele um pouco menor do que serial o ideal na minha opinião, mas não da pra desconsiderar a comodidade de transporte que ele da ao seu usuário.Um problema é o fato de eu ter achado ele muito liso e escorregar fácil da mão. Acho que tornar ele mais poroso atras pelo menos nas bordas seria uma boa abordagem, de qualquer forma excelente produto, vale o dinheiro gasto.",Avaliado no Brasil em 13 de dezembro de 2019,"4,0 de 5 estrelas"
José Henrique,Produto de qualidade e entrega excepcional,Primeiro mencionar a rapidez da entrega. Sempre bom contar com o serviço da Amazon. O produto é para presente. Minha esposa tem um e gosta e faz muito uso do equipamento.,Avaliado no Brasil em 14 de fevereiro de 2022,"4,0 de 5 estrelas"
T Adriana,Vale muito a pena,"Não dispenso meus sebos ou uma ida a uma livraria, porém ao adquirir ele entendi as facilidades. Carregar clássicos por aí, sempre foi um impasse para minha coluna e para o desgaste de algumas edições que tenho. A facilidade para carregar ele para qualquer lugar, a duração dele, e a facilidade de poder ter uma biblioteca realmente repleta sem carrega um calhamaço para cima e para baixo conquistou meu coração. Recomendo a todos.Espera uma promoção e corre pro abraço ;-)",Avaliado no Brasil em 12 de dezembro de 2019,"5,0 de 5 estrelas"
giovanna.,Muito bom.,"A caixa chegou toda amassada, todavia o produto não sofreu nenhum dano, felizmente. A bateria não dura como dito na propaganda, usei durante uma hora e lá se foram 10%. Enfim, é ótimo para ler no escuro, não deixa a vista incomodada - digo isso como uma pessoa com vários problemas de vista. Tirando o problema da carga, amei muito o produto.",Avaliado no Brasil em 6 de fevereiro de 2022,"4,0 de 5 estrelas"
Liana Chagas,Muito perfeito !,"Kindle é incrível e você só sabe disso lendo algo em um. A praticidade que ele lhe da é bom demais. Ler nele, é como se você estivesse lendo um livro físico de verdade, ademais você sente como se tivesse uma infinidade de livros na palma da mão, porque você só precisa baixar qualquer livro e ler. E poder ler até altas horas da noites sem precisar de luz é perfeito !Amazon se superou na entrega, foi super rápido !Amei demais e super recomendo.",Avaliado no Brasil em 6 de agosto de 2020,"5,0 de 5 estrelas"
Victor,Qualidade decepcionante.,"Faz pouco mais de 6 meses que comprei esse Kindle depois de ler que era um dispositivo durável. Bem, bastou esquecê-lo por 15 minutos numa superfície que meu gato sobe e com uma pisada dele a tela ficou arranhada. Nenhum outro dispositivo que tenho (seja smartphone ou laptop) teve a tela danificada com tanta facilidade. Decepcionante.Fora isso, a duração da bateria e iluminação são aceitáveis, mas não compraria novamente.",Avaliado no Brasil em 26 de maio de 2021,"1,0 de 5 estrelas"
Cláudio Mendes,3° Kindle,"Não à toa que estou com meu terceiro kindle, simplesmente é um produto tão bom, que torna-se mais valioso que seu próprio valor financeiro, ao ponto que quem tem contato com o ele se surpreende e se apaixona pela praticidade, ergonomia, capacidade e funcionalidade. Ah e pra quem quer saber o porquê de estar comprando meu terceiro kindle, simples, os outros dois dei de presente justamente por ver o encanto no olhar da minha noiva ao experimentá-lo pela primeira vez.",Avaliado no Brasil em 16 de dezembro de 2019,"5,0 de 5 estrelas"
Gesieli Souza,Excelente!,"Eu já estava ""namorando"" o kindle faz tempo, porém depois de assistir aos vídeos e indicações no YouTube de usuários do aparelho,  tive certeza em efetuar a compra. Já recebi, a entrega foi super rápida... E o atendimento da Amazon é excelente! Nota 10! O aparelho superou as minhas expectativas!!! Muito bom!!!",Avaliado no Brasil em 19 de julho de 2020,"5,0 de 5 estrelas"
Alcimar d.,FALTA CARREGADOR,"Sinceramente, não entendo o motivo de não vir uma tomada para conectar o cabo USB... A Amazon não precisa disso. 349 reais no Kindle de entrada com carregador completo tá muito bem pago, Outro detalhe é que fazem uma propagando muito forte na diração da bateria mas não é nada disso.... Acho que descarrega rápido sim. Duração de 4-6 semanas é para quem não ler nada só a capa.",Avaliado no Brasil em 7 de abril de 2021,"3,0 de 5 estrelas"
Gabriela Cefas,Problema no Kindle geração 10,"Comprei o Kindle por causa da bateria, já que leio muito. O meu chegou sábado e a bateria não está durando uma semana/duas semanas como todas as pessoas que tem falam que dura. O meu está descarregando muito rápido. Chega fiquei triste e queria saber o que eu posso fazer, por já falei com várias amigas que tem um e falaram que isso não é normal acontecer.",Avaliado no Brasil em 30 de julho de 2020,"1,0 de 5 estrelas"
Vitória Helen,Melhor aquisição,"Atendeu em cheio minhas expectativas. Tem 8 meses q estou usando e está em perfeito estado, a bateria dura dias senão semanas, possui iluminação para ler durante a noite. Você pode mandar qualquer texto em pdf ou mobi para ele independentemente de não ser ebook da Amazon. Leio muito mais com ele não sei dizer o pq, enfim, comprem sem medo.",Avaliado no Brasil em 30 de novembro de 2021,"5,0 de 5 estrelas"
Tiago Torres,O armazenamento interno está maior do que o anunciado! Acredito que aumentaram a memória!,"Esse é o meu segundo Kindle, e o primeiro com luz embutida. A experiência de leitura dele no escuro me atendeu muito bem! Uma grata surpresa foi que o armazenamento do meu está maior do que o anunciado. O anúncio fala em 4gb, mas nas configurações está mostrando 6,25gb disponíveis!!",Avaliado no Brasil em 3 de maio de 2020,"5,0 de 5 estrelas"
Cliente Amazon,Kindle é sempre uma ótima compra,"Já comprei três, para mim e para a família. É a melhor coisa para quem gosta de ler. Principalmente se viajar muito. Leve, fácil de carregar, não cansa de segurar se ficar lendo muito tempo. Sem falar na bateria que dura até dois meses.A Amazon como sempre com soluções asertivas para resolver a nossa vida.",Avaliado no Brasil em 1 de julho de 2021,"5,0 de 5 estrelas"
Alan Poveda,Gostei demais!,"otimo produto, viciei, mas a resolução realmente da pra perceber que a resolução não é impressionante, mas para leitura de livros, é excelente. A velocidade de processamento realmente deixa a desejar, principalmente que estamos acostumados com os celulares de hoje, mas recomendo demais fora isso. Uso e recomendo para todos!",Avaliado no Brasil em 18 de julho de 2019,"5,0 de 5 estrelas"
Max Miller Ugá Luna,ÓTIMO PRODUTO. MUITO SATISFEITO!!,"Como sempre, veio bem embalado e três dias antes do prazo num domingo lindo de sol. Adorei receber. Tô amando usar, muito fácil o uso e conecta fácil com máquinas windows e Linux. Dá até pra ler hq neles. A Loja é muito boa e com a assinatura de três meses por 1,99R$ que peguei, vou ter muita coisa pra ler.",Avaliado no Brasil em 16 de dezembro de 2020,"4,0 de 5 estrelas"
Giovanni Barcelini,Ótima qualidade de tela e bateria.,"Levando em consideração o preço, é um ótimo produto, a luz embutida é extremamente confortável, a qualidade da tela é muito boa para leitura e a bateria extremamente durável, chegando a quase um mês em uso moderado. A construção é em plástico, a tela também, o que facilita riscos, porém se usar uma capinha e cuidar bem não há problema, novamente, levando em consideração o preço.",Avaliado no Brasil em 13 de novembro de 2020,"5,0 de 5 estrelas"
Silrin,Extraordinário!,"Logo que chegou foi amor a primeira vista! Ele é lindo e realmente parece que eu estou lendo em papel. Essa versão mais econômica é tudo para mim.A bateria até que dura levando em consideração o tempo que você passar lendo.Não estava muito confiante em comprar um Kindle, achei que não ia me acostumar, já que só lia em livro físico e ele superou todas as minhas expectativas! Vai comigo para todos os lugares, não largo mais!",Avaliado no Brasil em 13 de novembro de 2020,"5,0 de 5 estrelas"
Keila,"Cumpre o prometido, aumentou meu tempo de leitura.","Comprei de presente para minha irmã estudar. A possibilidade de ter a luz embutida mesmo em um modelo inferior é bastante interessante e torna o produto mais atrativo. Cumpriu o que é prometido, o acabamento é inferior ao modelo superior",Avaliado no Brasil em 12 de julho de 2020,"5,0 de 5 estrelas"
Joyce,Compra que só acrescenta!!,Minha vida é separada por AK e DK. kindle mudou minha rotina de leitura que era inexistente e agora meu passa tempo é ler. muito gratificante e prazeroso. recomendo demais e sou discípula do kindle,Avaliado no Brasil em 2 de dezembro de 2020,"5,0 de 5 estrelas"
Matheus Guedes,Atende todas as minhas necessidades,"Após quase um mês de uso posso dizer que esse kindle 10° geração atende a todas as minhas necessidades e espectativas sobre o produto.Estava olhando preço do kindle a quase um ano, precisava de iluminação embutida com um preço acessível. Minha salvação foi essa nova geração do kindle que trouxe o modelo básico do aparelho com iluminação embutida, coisa que nos modelos anteriores só vinha nos modelos mais caros, Paperwhite e Oásis.Vi muita gente reclamando do armazenamento do dispositivo, tendo em vista que o aparelho é de 4 gb, mas apenas 2,75 são utilizaveis (restante é do sistema).É o mesmo problema dos smartphones, o sistema ocupa parte do armazenamento, mas diferente destes o kindle não precisa de um grande armazenamento, tendo em vista que é usado para leitura e livros digitais ocupam muito pouco espaço.Gostei do desempenho do dispositivo, não espere uma tela semelhante à dos smartphones que tem taxa de atualização instantânea, pense em paginas de papel sendo viradas que você entendera como funciona a mudança de imagens da tela.Esse é meu primeiro kindle, então não tenho muita base para falar da resolução da tela, mas pelo que observei deste modelo a resolução é perfeita para livros digitais, mas deixa a desejar se você precisa ler muitos PDFs, pois este formato (PDF) não se ajusta a tela, como os formatos de livros digitais (mobi e azw para o kindle).Por fim, caso você não possa gastar muito comprando Ebooks na loja da amazon, nem pagando a assinatura mensal da loja, saiba que é possivel mandar livros para o kindle, basta mandar em anexo para o e-mail  de seu dispositivo, só lembre-se que o kindle não aceita epub, vc precisa do arquivo em mobi (da pra converter os formatos), ah e tbm aceita  pdf, com a ressalva de que na loja da amazon vc pode encontrar bastantes Ebooks de graça, só ordenar a busca de livros por preços em ordem crescente que os primeiros serão gratuitos.",Avaliado no Brasil em 5 de julho de 2019,"5,0 de 5 estrelas"
Caio Oliveira,"Bom, no primeiro mês","Produto a partir do segundo mês começou a travar frequentemente em uma mesma leitura. Mesmo com atualização em dia, redefinição do aparelho ou simplesmente reiniciando. Com apenas 10% da memória ocupada ele trava frequentemente, e só bloqueando e desbloqueando eu consigo sair dessa situação. Amei a idéia, a leveza que a leitura é para os olhos, o design da folha digital, mas decepcionado com a qualidade. Infelizmente.",Avaliado no Brasil em 17 de setembro de 2019,"1,0 de 5 estrelas"
ANNA CAROLINA BELLA,Kindle 10,"Confesso que fiquei com receio de comprar, mas comprei e hoje não me arrependo! Amo ler e com o kindle leio, dependendo da quantidade de páginas e do meu trabalho, 2 ou 3 livros em 10 dias. Estou amando!!!!",Avaliado no Brasil em 15 de março de 2021,"5,0 de 5 estrelas"
Cliente Kindle,Perfeito,"Melhor INVESTIMENTO que fiz nos últimos meses, realmente parece que está lendo um livro. Fiquei um pouco com receio de como seria a leitura no escuro porém não tive que me preocupar em relação a isso, a luz que vem no Kindle, mesmo que no nível 10 da para ler perfeitamente.Não consigo mais ficar sem usar diariamente, simplesmente maravilhoso!!! RECOMENDO A TODOS COMPRAREM",Avaliado no Brasil em 23 de janeiro de 2020,"5,0 de 5 estrelas"
Raysa Bezerra de Lima,Melhor investimento.,"Sempre ficava pensando se compraria um kindle ou não, fiz muitas pesquisas para saber como é, a diferenças desse para os outros que existem, e amigos falaram que esse seria o melhor, Realmente não me arrependo, a tela é muito boa para se ler, não dói na vista e posso adicionar e baixar tudo facilmente, amei",Avaliado no Brasil em 28 de abril de 2021,"5,0 de 5 estrelas"
Sergio Paes,Produto excepcional! Recomendo a compra!,"Excelente produto! Pequeno, leve e compacto, deixando assim a leitura muito confortável! Realmente a iluminação interna ajuda muito na hora da leitura noturna ou em ambientes pouco iluminados. Durabilidade da bateria é fantástica! Enfim, recomendo com louvor!",Avaliado no Brasil em 1 de agosto de 2020,"5,0 de 5 estrelas"
Aline,Ótimo investimento para quem tem o hábito de ler,"Gostei muito. Faz muito tempo que queria um kindle. Estou tendo boas experiências por enquanto.Só tenho minhas dúvidas sobre a durabilidade da bateria. ONão carreguei desde que chegou, mas percebo que a % Da bateria está diminuído rapidamente.",Avaliado no Brasil em 29 de novembro de 2020,"5,0 de 5 estrelas"
Lucas,"Gostei, mas para arquivos PDF poderia ser melhor","Gostaria que a conversão de arquivos PDF fosse mais prática, quando se converte um PDF ele perde tabelas e algumas imagens, além de que não tem possibilidade de procurar palavras um frases dentro de um arquivo. É voltado mais para livros comprados na loja. Leitores PDF de celulares e computadores possuem mais funções, mesmo sendo funções simples que deveriam existir no kindle, que deveria ler um PDF melhor que qualquer outro aparelho.",Avaliado no Brasil em 18 de janeiro de 2020,"4,0 de 5 estrelas"
Marina Souza,Sensacional,"Amei a compra! Me atendeu muito bem, a qualidade da tela é ótima, super nítida e não cansa a vista, porque da pra ajustar a iluminação. É fácil de usar, de mandar arquivos. O tamanho é perfeito porque fica confortável pra segurar e pra levar pros lugares",Avaliado no Brasil em 11 de agosto de 2021,"5,0 de 5 estrelas"
Andre Araujo,O Novo Kindle 10ª Geração Não Carrega!!!,"Comprei o Novo Kindle 10ª Geração com iluminação embutida em 25/08/2019. Desde o início deste mês, julho de 2020, ele não carrega mais. Já verifiquei o carregador e o cabo e ambos funcionam sem problema. Já é o segundo Kindle que compro e que para de funcionar com o mesmo problema. O que fazer? Como concertar? O aparelho não deveria durar mais de uma ano? É descartável? Sou um comprador assíduo de e-books e agora fiquei sem plataforma xde leitura. Um absurdo! Gostaria que o suporte mantivesse contato comigo.",Avaliado no Brasil em 22 de julho de 2020,"1,0 de 5 estrelas"
jose irismar bezerra,Super-hiper-mega-maravilhoso,"Tudo de bom e mais um pouco , a luz embutida é essencial  para leitura a noite e a qualidade da tela e a duração da bateria é muito satisfatório . Adorei e me apaixonei pelo Kindle , espero que as funções existentes na loja americana chegue na loja brasileira para que não seja preciso mudar a loja nas configurações.",Avaliado no Brasil em 20 de dezembro de 2020,"5,0 de 5 estrelas"
Carol,Mudou a minha vida,"Agora com o isolamento, a gente fica com a cara nas telas o dia todo pro home office. Ter a possibilidade de reduzir esse contato, que é prejudicial pros olhos, atrapalha o sono e etc, foi sensacional. Leio pdfs da faculdades e do estágio, vários livros com baixo custo, reduzo a quantidade de papel impresso porque realmente se tornou dispensável. O kindle é leve, ajusta a iluminação que você quiser, tem acesso à internet então posso ler conteúdo direto de sites com adaptação para artigo, o que fica ótimo de ler. Eu amei <3",Avaliado no Brasil em 11 de junho de 2020,"5,0 de 5 estrelas"
Luiz Carlos de Melo,Satisfeito,"Sempre fui fã do livro físico e resisti muito tempo aos livro digital, mas é uma experiência única. Sim, um não substitui o outro.",Avaliado no Brasil em 18 de setembro de 2021,"5,0 de 5 estrelas"
Angélica Santicioli,Maravilhoso,"Sem dúvida foi meu melhor investimento. Se eu soubesse que era tão bom, teria comprado antes. É leve, não cansa os olhos 👀, super fácil de mexer, minha bateria dura uma semana. Percebi que leio mais com o Kindle pela facilidade que ele proporciona. Moro em uma casa com pouca iluminação, então o Kindle foi uma mão na roda.",Avaliado no Brasil em 26 de junho de 2021,"5,0 de 5 estrelas"
